speed_knots,dwell_hours,expected_dwell_hours,delay_hours,weather_score,port_congestion,route_segment,cargo_type,is_delayed,is_anomaly,risk_level
18.49,2.13,2.0,2.4,0.025,0.143,North Atlantic,Automotive,0,0,0
12.36,2.66,2.0,1.44,0.113,0.258,North Atlantic,Electronics,0,0,0
13.99,0.56,2.0,1.17,0.029,0.161,Atlantic,Perishables,0,0,0
16.25,0.05,2.0,2.77,0.538,0.222,Pacific,Automotive,0,0,0
10.19,0.8,4.0,14.64,0.269,0.719,Cape of Good Hope,Electronics,1,0,0
9.53,0.12,8.0,0.8,0.104,0.451,Indian Ocean,Perishables,0,0,0
13.68,13.19,8.0,0.12,0.268,0.231,Cape of Good Hope,Electronics,0,0,0
8.56,11.35,8.0,2.9,0.418,0.217,Open Ocean,Automotive,0,0,0
15.19,4.0,8.0,2.69,0.021,0.665,Atlantic,Perishables,0,0,0
14.14,2.08,4.0,8.68,0.611,0.55,Red Sea,Chemicals,1,0,0
14.46,0.46,4.0,3.89,0.069,0.282,South China Sea,Chemicals,0,0,0
15.33,11.52,6.0,0.01,0.45,0.236,Strait of Malacca,General,0,0,0
13.48,3.19,8.0,0.76,0.171,0.26,Cape of Good Hope,Perishables,0,0,0
16.62,1.47,4.0,3.15,0.29,0.642,North Atlantic,Chemicals,0,0,0
16.11,0.67,6.0,4.35,0.219,0.493,Cape of Good Hope,General,1,0,0
15.0,11.9,6.0,4.85,0.043,0.474,Arabian Sea,Chemicals,1,0,0
15.04,1.84,4.0,8.31,0.095,0.707,Yellow Sea,Electronics,1,0,0
13.68,3.4,2.0,3.74,0.403,0.246,Red Sea,Automotive,0,0,0
11.61,0.99,4.0,2.96,0.915,0.311,Red Sea,General,0,0,1
14.5,8.18,6.0,1.96,0.322,0.258,Strait of Malacca,Chemicals,0,0,0
18.99,6.75,6.0,11.27,0.188,0.139,Pacific,Perishables,1,0,0
14.68,15.9,8.0,0.05,0.077,0.149,Pacific,Perishables,0,0,0
11.65,1.23,6.0,3.3,0.189,0.287,English Channel,Chemicals,0,0,0
17.68,0.25,4.0,2.02,0.083,0.167,Cape of Good Hope,Electronics,0,0,0
15.46,0.25,2.0,0.48,0.062,0.147,Cape of Good Hope,Electronics,0,0,0
14.03,3.43,2.0,1.57,0.248,0.197,Mediterranean,Electronics,0,0,0
11.2,1.4,2.0,0.95,0.242,0.108,South China Sea,Chemicals,0,0,0
12.85,3.83,2.0,1.3,0.035,0.457,Yellow Sea,Electronics,0,0,0
15.87,0.32,2.0,1.06,0.291,0.232,Yellow Sea,Perishables,0,0,0
9.79,10.45,6.0,1.66,0.146,0.357,Open Ocean,General,0,0,0
18.82,1.83,8.0,2.34,0.137,0.162,Mediterranean,Electronics,0,0,0
14.43,0.55,6.0,20.92,0.814,0.329,Suez Canal,Chemicals,1,0,1
17.25,13.51,4.0,30.59,0.825,0.274,Suez Canal,Automotive,1,0,1
22.03,12.77,6.0,1.1,0.013,0.08,Atlantic,Electronics,0,0,0
17.33,2.6,6.0,3.77,0.347,0.311,Indian Ocean,General,0,0,0
15.37,5.41,4.0,1.2,0.194,0.193,Cape of Good Hope,General,0,0,0
12.83,8.3,6.0,6.84,0.071,0.521,Yellow Sea,General,1,0,0
13.74,1.42,4.0,1.46,0.404,0.387,Yellow Sea,Perishables,0,0,0
13.91,2.18,2.0,3.82,0.345,0.418,Pacific,Perishables,0,0,0
17.75,2.75,4.0,1.62,0.106,0.227,English Channel,Chemicals,0,0,0
15.61,1.92,6.0,1.46,0.279,0.195,Cape of Good Hope,General,0,0,0
15.52,4.4,4.0,0.11,0.094,0.297,Pacific,Automotive,0,0,0
12.9,3.95,6.0,0.27,0.023,0.32,Indian Ocean,Electronics,0,0,0
11.5,2.2,2.0,5.03,0.166,0.79,Mediterranean,Electronics,1,0,0
13.62,7.75,4.0,3.62,0.376,0.168,Pacific,General,0,0,0
16.55,0.05,4.0,1.9,0.218,0.145,Yellow Sea,General,0,0,0
11.72,1.22,2.0,1.26,0.353,0.435,Open Ocean,Electronics,0,0,0
9.67,0.75,6.0,1.55,0.04,0.15,South China Sea,Perishables,0,0,0
8.44,7.68,8.0,12.51,0.791,0.063,Strait of Malacca,Automotive,1,0,0
22.25,2.63,4.0,1.58,0.324,0.33,Strait of Malacca,Automotive,0,0,0
16.8,0.65,6.0,0.02,0.322,0.175,Yellow Sea,Chemicals,0,0,0
12.76,5.23,6.0,0.37,0.201,0.24,South China Sea,Perishables,0,0,0
20.15,9.03,8.0,1.64,0.469,0.195,Strait of Malacca,Perishables,0,0,0
14.34,11.27,6.0,0.96,0.063,0.388,Yellow Sea,Electronics,0,0,0
16.98,1.55,2.0,0.64,0.451,0.252,Suez Canal,General,0,0,0
15.79,1.49,4.0,5.26,0.673,0.18,Suez Canal,Electronics,1,0,0
12.88,0.4,2.0,0.52,0.54,0.186,Atlantic,Automotive,0,0,0
20.35,0.68,2.0,0.83,0.164,0.181,Mediterranean,General,0,0,0
16.39,0.66,2.0,1.45,0.184,0.146,South China Sea,General,0,0,0
14.16,3.57,8.0,3.98,0.211,0.357,South China Sea,Electronics,0,0,0
13.54,0.24,2.0,3.66,0.491,0.132,Strait of Malacca,General,0,0,0
13.11,10.05,8.0,0.8,0.53,0.489,Cape of Good Hope,Automotive,0,0,0
9.11,24.7,6.0,0.04,0.016,0.089,South China Sea,Automotive,0,1,0
13.71,5.49,2.0,0.75,0.338,0.032,Red Sea,Perishables,0,0,0
14.98,3.08,2.0,2.47,0.102,0.252,Arabian Sea,Electronics,0,0,0
13.62,3.46,4.0,6.8,0.026,0.138,Yellow Sea,Chemicals,1,0,0
13.23,1.69,2.0,0.68,0.438,0.186,South China Sea,Chemicals,0,0,0
16.71,3.12,6.0,1.89,0.017,0.244,North Atlantic,Electronics,0,0,0
19.8,0.08,6.0,2.27,0.949,0.11,Suez Canal,Chemicals,0,0,0
17.65,6.77,8.0,0.93,0.347,0.402,South China Sea,General,0,0,0
7.22,7.6,6.0,1.43,0.29,0.633,Strait of Malacca,General,0,0,0
16.77,0.11,2.0,7.37,0.035,0.16,South China Sea,General,1,0,0
12.24,2.96,4.0,21.76,0.669,0.146,Strait of Malacca,Perishables,1,0,1
13.58,16.67,6.0,5.46,0.148,0.338,Cape of Good Hope,Perishables,1,0,0
16.73,9.74,8.0,0.55,0.095,0.315,Indian Ocean,Electronics,0,0,0
14.13,0.77,8.0,9.91,0.526,0.096,Pacific,Chemicals,1,0,0
12.15,8.72,6.0,8.74,0.116,0.39,Yellow Sea,General,1,0,0
17.25,4.9,8.0,1.58,0.062,0.497,Atlantic,Electronics,0,0,0
12.68,1.35,2.0,0.37,0.094,0.036,English Channel,Perishables,0,0,0
15.21,5.82,6.0,20.31,0.665,0.244,Suez Canal,Automotive,1,0,1
13.99,1.14,2.0,26.66,0.93,0.162,Strait of Malacca,Automotive,1,0,1
13.6,10.57,6.0,5.73,0.151,0.206,Atlantic,Chemicals,1,0,0
15.54,5.09,6.0,75.99,0.753,0.258,Strait of Malacca,Automotive,1,0,2
17.95,22.0,6.0,3.5,0.505,0.183,Suez Canal,Automotive,0,0,0
11.99,2.49,4.0,4.9,0.302,0.307,Mediterranean,Automotive,1,0,0
17.12,2.17,2.0,2.37,0.208,0.181,Cape of Good Hope,Perishables,0,0,0
8.66,4.07,2.0,9.32,0.614,0.109,English Channel,Automotive,1,0,0
16.16,2.85,2.0,2.83,0.03,0.061,Arabian Sea,Automotive,0,0,0
12.52,11.81,4.0,1.56,0.152,0.125,Yellow Sea,General,0,0,0
16.24,10.06,8.0,2.85,0.141,0.078,Atlantic,Chemicals,0,0,0
14.07,0.22,2.0,0.12,0.42,0.4,North Atlantic,Electronics,0,0,0
12.62,0.04,2.0,5.26,0.61,0.21,Red Sea,General,1,0,0
14.4,19.42,8.0,1.19,0.082,0.239,Pacific,General,0,0,0
15.62,0.01,4.0,1.58,0.551,0.4,Cape of Good Hope,Automotive,0,0,0
10.2,9.04,8.0,2.06,0.583,0.51,Red Sea,General,0,0,0
18.04,1.04,4.0,1.11,0.124,0.354,English Channel,Automotive,0,0,0
19.83,4.64,4.0,1.15,0.597,0.174,Suez Canal,Automotive,0,0,0
9.9,0.21,2.0,3.13,0.106,0.11,Cape of Good Hope,Automotive,0,0,0
10.99,2.45,4.0,0.18,0.018,0.165,Yellow Sea,General,0,0,0
11.5,0.29,2.0,49.79,0.708,0.131,Strait of Malacca,General,1,0,1
12.3,0.31,2.0,0.13,0.163,0.125,Atlantic,Chemicals,0,0,0
17.9,0.29,4.0,3.18,0.154,0.248,Indian Ocean,Chemicals,0,0,0
13.35,1.14,4.0,1.19,0.295,0.212,Indian Ocean,Electronics,0,0,0
14.2,6.39,2.0,5.82,0.176,0.062,North Atlantic,Automotive,1,0,0
17.44,5.55,4.0,3.22,0.743,0.17,Indian Ocean,Chemicals,0,0,0
14.39,0.6,2.0,0.89,0.451,0.546,Indian Ocean,General,0,0,0
7.95,1.38,4.0,9.47,0.273,0.409,South China Sea,Electronics,1,0,0
12.44,3.66,6.0,5.42,0.044,0.385,Open Ocean,Chemicals,1,0,0
12.06,4.37,6.0,3.9,0.017,0.464,Indian Ocean,Perishables,0,0,0
16.58,1.42,2.0,3.74,0.006,0.475,North Atlantic,General,0,0,0
11.6,3.34,8.0,3.12,0.115,0.353,Arabian Sea,General,0,0,0
14.93,1.84,4.0,1.32,0.398,0.365,Atlantic,Electronics,0,0,0
12.17,13.79,4.0,0.64,0.031,0.46,Yellow Sea,Electronics,0,0,0
14.08,0.93,6.0,1.56,0.003,0.248,Open Ocean,Automotive,0,0,0
11.63,0.54,4.0,0.48,0.284,0.478,Yellow Sea,General,0,0,0
14.07,1.76,2.0,2.66,0.06,0.41,Atlantic,Electronics,0,0,0
17.06,4.33,8.0,10.91,0.726,0.249,Suez Canal,Perishables,1,0,0
14.88,1.92,6.0,3.84,0.069,0.48,English Channel,Electronics,0,0,0
13.62,0.43,2.0,0.83,0.269,0.423,Suez Canal,Electronics,0,0,0
16.04,3.4,4.0,5.82,0.647,0.591,Suez Canal,Perishables,1,0,0
12.44,6.42,8.0,0.6,0.085,0.279,Cape of Good Hope,Perishables,0,0,0
9.21,0.54,2.0,2.3,0.102,0.206,Mediterranean,Automotive,0,0,0
21.14,2.31,6.0,2.05,0.412,0.241,South China Sea,Perishables,0,0,0
14.72,2.72,4.0,4.01,0.54,0.245,Strait of Malacca,Automotive,1,0,0
12.27,2.01,6.0,1.06,0.098,0.146,South China Sea,General,0,0,0
13.53,31.75,8.0,16.89,0.728,0.16,Strait of Malacca,Chemicals,1,0,0
11.07,2.74,2.0,7.63,0.607,0.506,North Atlantic,Electronics,1,0,0
14.97,0.31,2.0,0.44,0.019,0.127,Cape of Good Hope,Automotive,0,0,0
17.41,1.38,2.0,1.72,0.748,0.178,Strait of Malacca,Automotive,0,0,0
11.13,7.39,4.0,0.19,0.05,0.086,Pacific,Chemicals,0,0,0
11.53,6.22,4.0,0.81,0.39,0.087,Yellow Sea,Perishables,0,0,0
15.14,3.13,6.0,1.81,0.365,0.567,Pacific,Perishables,0,0,0
15.26,3.26,6.0,1.39,0.077,0.22,Indian Ocean,Perishables,0,0,0
15.96,6.51,8.0,4.99,0.283,0.179,Atlantic,Automotive,1,0,0
13.78,0.68,4.0,2.03,0.38,0.322,North Atlantic,Electronics,0,0,0
20.62,8.95,6.0,0.17,0.131,0.194,Open Ocean,Perishables,0,0,0
10.64,1.13,2.0,4.05,0.504,0.317,English Channel,Electronics,1,0,0
12.03,3.72,8.0,1.4,0.005,0.287,Atlantic,Chemicals,0,0,0
18.14,4.39,2.0,0.98,0.145,0.202,Mediterranean,Perishables,0,0,0
17.43,1.58,2.0,21.78,0.755,0.282,Red Sea,Perishables,1,0,1
23.34,0.67,2.0,1.81,0.04,0.479,Pacific,General,0,0,0
13.02,4.38,6.0,0.13,0.007,0.227,Yellow Sea,Chemicals,0,0,0
13.81,1.56,2.0,2.26,0.155,0.28,Pacific,General,0,0,0
15.37,8.11,6.0,2.71,0.252,0.388,Atlantic,Automotive,0,0,0
11.94,0.37,4.0,33.33,0.847,0.484,Red Sea,Perishables,1,0,1
15.53,17.56,8.0,3.88,0.094,0.37,North Atlantic,Automotive,0,0,0
16.1,19.76,8.0,5.9,0.506,0.306,Suez Canal,Electronics,1,0,0
9.12,5.43,8.0,6.18,0.083,0.254,Pacific,Electronics,1,0,0
17.3,0.26,8.0,0.77,0.162,0.253,Yellow Sea,Chemicals,0,0,0
11.22,3.41,8.0,2.15,0.055,0.151,Open Ocean,Electronics,0,0,0
14.74,4.2,4.0,0.89,0.268,0.476,Indian Ocean,Chemicals,0,0,0
17.77,10.03,8.0,1.21,0.204,0.105,Cape of Good Hope,Perishables,0,0,0
12.05,8.2,2.0,1.12,0.27,0.067,Atlantic,Perishables,0,1,0
15.18,11.57,6.0,18.3,0.806,0.424,Red Sea,Electronics,1,0,1
20.79,14.43,8.0,9.26,0.799,0.263,Red Sea,General,1,0,0
8.2,2.73,4.0,1.48,0.017,0.108,Indian Ocean,Electronics,0,0,0
11.36,0.01,6.0,0.42,0.045,0.365,English Channel,Electronics,0,0,0
14.98,3.27,6.0,0.93,0.262,0.343,Arabian Sea,General,0,0,0
12.89,2.3,4.0,2.38,0.092,0.183,Pacific,Chemicals,0,0,0
11.46,0.12,4.0,7.16,0.203,0.783,Cape of Good Hope,Electronics,1,0,0
12.1,8.67,6.0,1.39,0.055,0.362,Indian Ocean,Chemicals,0,0,0
17.55,3.41,2.0,0.3,0.036,0.199,Cape of Good Hope,Automotive,0,0,0
20.64,4.88,8.0,8.87,0.765,0.04,Suez Canal,Automotive,1,0,0
16.48,4.63,4.0,0.91,0.481,0.255,Mediterranean,Perishables,0,0,0
10.6,2.55,6.0,20.35,0.628,0.142,Strait of Malacca,Electronics,1,0,0
9.99,0.18,4.0,2.29,0.055,0.487,Pacific,General,0,0,0
15.71,9.04,8.0,0.7,0.251,0.275,Cape of Good Hope,General,0,0,0
12.56,6.81,4.0,18.28,0.627,0.341,Open Ocean,General,1,0,1
15.43,1.57,6.0,7.27,0.128,0.716,North Atlantic,Electronics,1,0,0
10.59,1.66,2.0,2.27,0.476,0.405,Open Ocean,General,0,0,0
9.17,2.92,4.0,0.13,0.262,0.165,Mediterranean,Chemicals,0,0,0
20.67,2.11,8.0,17.23,0.878,0.235,Strait of Malacca,Electronics,1,0,1
10.39,0.6,4.0,14.33,0.975,0.528,Strait of Malacca,Perishables,1,0,1
9.1,2.41,8.0,3.11,0.089,0.368,Indian Ocean,General,0,0,0
18.11,6.96,4.0,1.53,0.347,0.363,Suez Canal,Electronics,0,0,0
17.76,5.88,8.0,2.25,0.452,0.42,Indian Ocean,Electronics,0,0,0
14.07,21.89,8.0,23.21,0.653,0.127,Red Sea,Perishables,1,0,0
18.83,3.23,6.0,0.79,0.193,0.278,Open Ocean,Chemicals,0,0,0
14.45,7.94,8.0,0.73,0.091,0.171,North Atlantic,Electronics,0,0,0
11.31,1.4,2.0,0.62,0.056,0.501,Atlantic,General,0,0,0
12.43,0.16,2.0,1.32,0.178,0.324,Atlantic,Electronics,0,0,0
13.74,1.54,4.0,1.72,0.18,0.136,Indian Ocean,Perishables,0,0,0
12.16,0.12,2.0,4.02,0.541,0.172,Red Sea,General,1,0,0
20.04,8.38,8.0,5.9,0.192,0.193,North Atlantic,Automotive,1,0,0
17.27,5.66,4.0,4.28,0.131,0.238,Yellow Sea,Automotive,1,0,0
12.0,3.55,6.0,6.25,0.001,0.648,Open Ocean,Automotive,1,0,0
13.35,11.09,6.0,1.07,0.07,0.089,Cape of Good Hope,Electronics,0,0,0
18.74,0.87,2.0,1.28,0.046,0.521,Arabian Sea,General,0,0,0
10.34,15.43,8.0,3.44,0.382,0.193,Red Sea,Automotive,0,0,0
7.21,0.41,2.0,2.39,0.578,0.206,Suez Canal,Chemicals,0,0,0
12.85,0.61,8.0,1.03,0.319,0.094,South China Sea,Chemicals,0,0,0
13.91,0.08,8.0,11.49,0.298,0.077,North Atlantic,General,1,0,0
15.8,6.23,6.0,1.5,0.37,0.368,Red Sea,General,0,0,0
9.65,1.91,6.0,1.15,0.153,0.452,Cape of Good Hope,Chemicals,0,0,0
13.92,5.51,8.0,1.71,0.056,0.113,Yellow Sea,Chemicals,0,0,0
11.59,5.36,4.0,6.28,0.85,0.296,Suez Canal,Electronics,1,0,1
12.98,2.31,6.0,6.98,0.451,0.486,Mediterranean,Electronics,1,0,0
13.49,1.04,6.0,3.07,0.225,0.149,Mediterranean,Automotive,0,0,0
14.33,1.3,4.0,1.73,0.105,0.419,Cape of Good Hope,Perishables,0,0,0
14.98,8.0,6.0,12.31,0.204,0.729,Indian Ocean,Chemicals,1,0,0
13.33,0.66,6.0,0.76,0.539,0.449,Open Ocean,Automotive,0,0,0
12.18,5.54,8.0,0.85,0.571,0.42,Red Sea,General,0,0,0
13.19,0.41,4.0,18.22,0.652,0.068,Red Sea,Chemicals,1,0,0
14.12,9.84,4.0,0.66,0.141,0.313,Cape of Good Hope,Perishables,0,0,0
16.36,4.38,6.0,4.12,0.017,0.24,Pacific,Perishables,1,0,0
12.39,15.41,8.0,2.02,0.388,0.293,Pacific,Perishables,0,0,0
13.51,2.89,2.0,2.8,0.085,0.15,Indian Ocean,General,0,0,0
8.59,0.23,4.0,56.45,0.861,0.441,Strait of Malacca,General,1,0,2
18.88,0.59,2.0,41.91,0.849,0.526,Red Sea,Automotive,1,0,1
17.07,2.26,4.0,1.95,0.303,0.193,South China Sea,Perishables,0,0,0
8.69,4.86,6.0,4.52,0.086,0.157,Atlantic,Electronics,1,0,0
14.81,0.28,2.0,1.5,0.138,0.492,Cape of Good Hope,General,0,0,0
14.32,0.77,2.0,2.72,0.396,0.04,North Atlantic,General,0,0,0
13.01,1.45,6.0,0.81,0.377,0.025,Yellow Sea,Perishables,0,0,0
16.04,14.16,8.0,2.08,0.103,0.383,South China Sea,Electronics,0,0,0
14.67,5.83,2.0,1.31,0.074,0.108,Cape of Good Hope,General,0,0,0
22.11,0.22,2.0,0.36,0.268,0.339,Arabian Sea,Automotive,0,0,0
16.47,3.38,6.0,7.45,0.091,0.467,Open Ocean,General,1,0,0
15.05,1.3,4.0,5.15,0.645,0.644,Suez Canal,Automotive,1,0,0
18.33,0.19,2.0,0.25,0.12,0.033,Indian Ocean,Electronics,0,0,0
16.25,3.96,8.0,1.23,0.389,0.121,Pacific,Automotive,0,0,0
17.68,10.21,6.0,3.84,0.423,0.134,Red Sea,Perishables,0,0,0
12.06,0.25,2.0,0.59,0.14,0.557,South China Sea,Automotive,0,0,0
19.02,0.08,2.0,0.74,0.479,0.263,Suez Canal,Electronics,0,0,0
20.27,3.14,4.0,0.57,0.002,0.272,Atlantic,Electronics,0,0,0
15.29,5.06,6.0,7.23,0.777,0.321,Strait of Malacca,Electronics,1,0,0
10.81,0.41,2.0,3.06,0.05,0.214,Indian Ocean,Electronics,0,0,0
8.03,2.82,4.0,0.18,0.265,0.272,Mediterranean,Chemicals,0,0,0
16.12,0.97,6.0,2.95,0.184,0.314,Cape of Good Hope,Electronics,0,0,0
16.53,0.37,2.0,1.63,0.019,0.401,English Channel,Perishables,0,0,0
15.81,0.42,2.0,4.67,0.837,0.324,Red Sea,Automotive,1,0,0
12.87,16.18,6.0,0.97,0.087,0.27,Open Ocean,General,0,0,0
17.06,5.62,6.0,4.75,0.714,0.128,Strait of Malacca,Automotive,1,0,0
15.68,2.22,2.0,7.37,0.855,0.622,Strait of Malacca,Automotive,1,0,1
12.26,3.95,2.0,2.78,0.152,0.152,North Atlantic,Electronics,0,0,0
16.89,1.5,2.0,2.82,0.353,0.127,English Channel,Automotive,0,0,0
12.73,0.77,2.0,2.21,0.47,0.284,Suez Canal,General,0,0,0
12.94,14.75,8.0,1.07,0.084,0.247,Yellow Sea,Electronics,0,0,0
12.43,6.0,8.0,0.2,0.256,0.213,Yellow Sea,Automotive,0,0,0
11.49,5.08,4.0,5.92,0.12,0.115,South China Sea,Perishables,1,0,0
12.32,4.14,4.0,1.19,0.41,0.321,Suez Canal,General,0,0,0
13.0,10.22,4.0,9.3,0.659,0.326,Red Sea,Chemicals,1,0,0
16.12,7.79,6.0,0.95,0.174,0.127,Pacific,Electronics,0,0,0
17.95,3.32,6.0,8.46,0.744,0.35,Strait of Malacca,Electronics,1,0,0
10.3,1.33,4.0,0.05,0.1,0.252,Atlantic,Electronics,0,0,0
10.56,8.31,6.0,3.83,0.125,0.478,Cape of Good Hope,Automotive,0,0,0
10.89,1.74,2.0,0.08,0.209,0.102,Yellow Sea,Automotive,0,0,0
12.15,2.22,2.0,1.23,0.093,0.031,Pacific,Automotive,0,0,0
10.02,7.83,8.0,5.31,0.486,0.488,Red Sea,Chemicals,1,0,0
7.9,1.79,8.0,13.88,0.226,0.692,North Atlantic,Automotive,1,0,0
13.82,11.09,6.0,1.44,0.097,0.407,Indian Ocean,Automotive,0,0,0
8.26,1.17,8.0,10.34,0.848,0.05,Red Sea,Perishables,1,0,0
19.6,0.59,6.0,4.54,0.184,0.654,English Channel,Perishables,1,0,0
16.04,9.84,8.0,0.09,0.306,0.04,North Atlantic,Chemicals,0,0,0
16.28,3.01,6.0,1.06,0.172,0.503,Yellow Sea,Electronics,0,0,0
15.08,1.18,6.0,5.54,0.771,0.367,Suez Canal,General,1,0,0
21.91,8.79,4.0,6.94,0.011,0.086,South China Sea,Chemicals,1,0,0
13.53,1.5,8.0,21.48,0.019,0.302,Mediterranean,Perishables,1,0,0
15.44,1.1,8.0,2.64,0.08,0.295,North Atlantic,Perishables,0,0,0
14.11,0.87,2.0,1.19,0.085,0.465,Open Ocean,Chemicals,0,0,0
16.75,3.14,2.0,0.83,0.392,0.227,English Channel,Perishables,0,0,0
17.09,2.55,2.0,0.6,0.366,0.219,Cape of Good Hope,General,0,0,0
14.48,2.03,2.0,4.49,0.079,0.143,Pacific,Chemicals,1,0,0
16.85,0.52,2.0,2.06,0.296,0.474,Indian Ocean,Chemicals,0,0,0
14.53,6.01,4.0,4.38,0.088,0.167,Indian Ocean,Electronics,1,0,0
16.32,0.19,6.0,3.23,0.291,0.256,Cape of Good Hope,General,0,0,0
10.49,0.79,2.0,0.55,0.534,0.096,Suez Canal,Chemicals,0,0,0
12.35,2.64,2.0,0.4,0.295,0.395,North Atlantic,Perishables,0,0,0
7.1,17.88,8.0,6.8,0.466,0.477,Atlantic,Perishables,1,0,0
10.02,0.52,6.0,0.44,0.023,0.198,Pacific,Automotive,0,0,0
16.53,0.54,4.0,3.51,0.225,0.038,Indian Ocean,General,0,0,0
13.88,0.54,4.0,0.94,0.44,0.46,Arabian Sea,Electronics,0,0,0
16.82,1.55,2.0,0.04,0.191,0.283,Arabian Sea,Automotive,0,0,0
10.59,6.69,6.0,0.27,0.087,0.377,North Atlantic,Chemicals,0,0,0
12.11,0.57,6.0,2.15,0.032,0.367,Open Ocean,Chemicals,0,0,0
16.35,0.12,2.0,0.04,0.479,0.077,Atlantic,Electronics,0,0,0
11.88,1.9,4.0,1.05,0.08,0.578,Arabian Sea,Electronics,0,0,0
18.54,2.29,4.0,2.33,0.26,0.329,Strait of Malacca,Automotive,0,0,0
18.12,10.57,4.0,1.1,0.369,0.146,Mediterranean,Automotive,0,0,0
14.19,9.57,6.0,2.26,0.187,0.212,English Channel,Automotive,0,0,0
15.14,1.21,2.0,0.59,0.141,0.085,Pacific,Perishables,0,0,0
15.73,15.72,8.0,3.4,0.072,0.245,English Channel,Electronics,0,0,0
11.91,5.23,8.0,0.51,0.468,0.235,Indian Ocean,General,0,0,0
10.92,9.98,6.0,3.62,0.236,0.323,South China Sea,Chemicals,0,0,0
14.29,2.07,2.0,1.08,0.006,0.407,Indian Ocean,Chemicals,0,0,0
12.52,1.89,6.0,0.36,0.02,0.43,Cape of Good Hope,Perishables,0,0,0
15.28,4.97,4.0,1.02,0.035,0.548,Open Ocean,Electronics,0,0,0
13.41,1.24,2.0,0.1,0.273,0.264,English Channel,Chemicals,0,0,0
12.59,11.5,8.0,8.94,0.251,0.132,Atlantic,Perishables,1,0,0
16.71,1.29,2.0,0.83,0.487,0.185,Suez Canal,Chemicals,0,0,0
11.93,0.6,2.0,0.19,0.147,0.635,Yellow Sea,Automotive,0,0,0
16.75,5.17,6.0,3.75,0.079,0.125,Cape of Good Hope,Chemicals,0,0,0
14.18,2.96,4.0,0.95,0.074,0.493,Open Ocean,Automotive,0,0,0
12.5,19.08,8.0,0.43,0.18,0.398,English Channel,General,0,0,0
8.77,4.27,8.0,0.25,0.06,0.087,English Channel,Chemicals,0,0,0
19.43,7.87,6.0,2.04,0.373,0.287,Strait of Malacca,Electronics,0,0,0
16.59,26.61,8.0,0.23,0.069,0.482,Red Sea,Automotive,0,0,0
10.73,0.07,2.0,0.3,0.037,0.379,Pacific,General,0,0,0
10.3,3.32,6.0,15.15,0.636,0.363,Suez Canal,Electronics,1,0,1
13.19,5.14,2.0,1.54,0.24,0.054,Indian Ocean,Automotive,0,0,0
6.93,2.02,2.0,5.25,0.322,0.447,Pacific,Electronics,1,0,0
14.67,0.27,2.0,0.32,0.25,0.485,English Channel,Perishables,0,0,0
12.29,3.12,6.0,4.55,0.255,0.421,Yellow Sea,Automotive,1,0,0
13.88,0.49,6.0,88.08,0.876,0.208,Red Sea,Electronics,1,0,2
12.47,3.38,8.0,24.32,0.635,0.403,Red Sea,Perishables,1,0,1
15.33,19.02,8.0,1.08,0.347,0.027,Cape of Good Hope,Chemicals,0,0,0
13.9,4.65,4.0,0.29,0.045,0.164,Indian Ocean,Perishables,0,0,0
14.22,0.7,4.0,0.65,0.417,0.445,Open Ocean,General,0,0,0
16.93,1.65,6.0,1.15,0.542,0.353,Mediterranean,Perishables,0,0,0
17.84,1.54,2.0,1.06,0.418,0.354,Pacific,Automotive,0,0,0
8.54,1.3,2.0,4.58,0.261,0.211,Mediterranean,General,1,0,0
13.72,17.64,6.0,0.4,0.038,0.17,Cape of Good Hope,Perishables,0,0,0
12.55,3.01,6.0,0.05,0.201,0.06,English Channel,Automotive,0,0,0
10.64,3.52,2.0,3.28,0.312,0.195,Suez Canal,General,0,0,0
14.02,7.16,4.0,0.63,0.176,0.379,Mediterranean,Perishables,0,0,0
17.3,1.16,6.0,1.83,0.304,0.173,Indian Ocean,General,0,0,0
18.09,0.26,2.0,5.01,0.021,0.235,South China Sea,Perishables,1,0,0
18.71,4.45,4.0,1.02,0.214,0.379,English Channel,Electronics,0,0,0
13.9,2.12,4.0,11.31,0.648,0.191,Suez Canal,Automotive,1,0,0
16.42,1.23,6.0,12.54,0.72,0.047,Red Sea,Perishables,1,0,0
13.87,2.62,4.0,0.26,0.387,0.148,Indian Ocean,Automotive,0,0,0
14.31,2.47,2.0,0.27,0.23,0.034,Yellow Sea,Chemicals,0,0,0
8.55,0.99,2.0,0.11,0.154,0.58,Pacific,Perishables,0,0,0
16.31,0.87,2.0,2.11,0.082,0.254,South China Sea,Automotive,0,0,0
12.66,2.34,2.0,3.95,0.042,0.42,Indian Ocean,Automotive,0,0,0
18.68,2.35,2.0,0.33,0.49,0.239,Arabian Sea,General,0,0,0
7.75,10.32,8.0,4.1,0.19,0.266,Indian Ocean,Automotive,1,0,0
7.96,9.75,4.0,13.44,0.261,0.364,Atlantic,Electronics,1,0,0
18.48,5.99,8.0,10.18,0.519,0.464,Strait of Malacca,Perishables,1,0,0
14.97,10.39,8.0,6.67,0.038,0.306,Mediterranean,Automotive,1,0,0
18.31,10.6,4.0,0.01,0.076,0.543,Atlantic,Chemicals,0,0,0
15.67,0.78,2.0,8.68,0.193,0.799,South China Sea,Automotive,1,0,0
17.29,1.24,6.0,14.77,0.977,0.104,Red Sea,Electronics,1,0,1
